img_name,plane
2016-08-12T15+14+46_130Z,False
2016-08-12T16+02+14_280Z,False
2016-08-12T16+08+00_490Z,False
2016-08-12T16+08+41_430Z,False
2016-08-12T16+30+15_960Z,False
2016-08-12T17+06+12_540Z,False
2016-08-12T17+10+29_350Z,False
2016-08-12T17+11+40_570Z,False
2016-08-12T17+12+51_460Z,False
2016-08-12T17+26+58_840Z,False
2016-08-12T17+27+35_330Z,False
2016-08-12T17+38+48_740Z,False
2016-08-12T17+41+37_590Z,False
2016-08-12T18+36+47_340Z,False
2016-08-12T18+37+58_270Z,False
2016-08-12T18+39+41_090Z,False
2016-08-12T18+43+08_860Z,False
2016-08-12T18+47+32_700Z,False
2016-08-12T18+48+16_990Z,False
2016-08-12T18+50+46_990Z,False
2016-08-12T18+51+51_990Z,False
2016-08-12T19+00+49_220Z,False
2016-08-12T19+10+32_620Z,False
2016-08-12T19+25+44_980Z,False
2016-08-12T19+43+56_030Z,False
2016-08-12T20+42+42_230Z,False
2016-08-12T20+52+20_820Z,False
2016-08-12T21+02+01_540Z,False
2016-08-12T21+10+40_080Z,False
2016-08-12T21+19+07_490Z,False
2016-08-12T21+28+36_230Z,False
2016-08-12T21+30+51_040Z,False
2016-08-12T21+37+45_780Z,False
2016-08-12T21+46+13_560Z,False
2016-08-12T21+49+57_780Z,False
2016-08-12T21+55+46_240Z,False
2016-08-12T21+59+32_620Z,False
2016-08-12T22+09+32_340Z,False
2016-08-12T22+15+09_290Z,False
2016-08-12T22+18+58_730Z,False
2016-08-12T22+24+57_040Z,False
2016-08-12T22+28+54_930Z,False
2016-08-12T22+34+05_290Z,False
2016-08-12T22+43+53_180Z,False
2016-08-12T22+51+57_890Z,False
2016-08-13T00+17+48_780Z,False
2016-08-13T00+23+38_270Z,False
2016-08-13T00+40+15_870Z,False
2016-08-13T10+24+18_692Z,False
2016-08-13T10+27+26_780Z,False
2016-08-13T16+11+21_370Z,False
2016-08-13T16+53+41_310Z,False
2016-08-13T18+01+51_580Z,False
2016-08-13T18+08+49_160Z,False
2016-08-13T18+22+23_990Z,False
2016-08-13T18+23+03_840Z,False
2016-08-13T18+27+24_050Z,False
2016-08-13T19+04+18_160Z,False
2016-08-13T19+09+32_020Z,False
2016-08-13T19+25+46_030Z,False
2016-08-13T19+44+49_660Z,False
2016-08-13T19+56+59_190Z,False
2016-08-13T19+57+28_620Z,False
2016-08-13T19+58+32_020Z,False
2016-08-13T20+14+07_252Z,False
2016-08-13T20+15+58_370Z,False
2016-08-13T20+31+34_840Z,False
2016-08-13T20+32+47_200Z,False
2016-08-13T20+37+39_120Z,False
2016-08-13T20+40+49_800Z,False
2016-08-13T20+48+32_950Z,False
2016-08-13T20+51+25_010Z,False
2016-08-13T20+54+32_570Z,False
2016-08-13T20+57+16_690Z,False
2016-08-13T21+00+05_740Z,False
2016-08-13T21+02+31_890Z,False
2016-08-13T21+04+47_450Z,False
2016-08-13T21+05+39_490Z,False
2016-08-13T21+07+01_040Z,False
2016-08-13T21+09+11_810Z,False
2016-08-13T21+09+59_900Z,False
2016-08-13T21+11+00_600Z,False
2016-08-13T21+12+27_000Z,False
2016-08-13T21+15+18_330Z,False
2016-08-13T21+21+09_060Z,False
2016-08-13T21+33+35_230Z,False
2016-08-13T21+40+30_160Z,False
2016-08-13T22+00+25_580Z,False
2016-08-13T23+47+45_460Z,False
2016-08-14T02+13+31_710Z,False
2016-08-14T03+19+09_900Z,False
2016-08-14T03+55+48_580Z,False
2016-08-14T05+11+53_976Z,False
2016-08-14T05+34+17_730Z,False
2016-08-14T05+43+34_690Z,False
2016-08-14T11+41+47_580Z,False
2016-08-14T11+42+03_520Z,False
2016-08-14T14+20+42_560Z,False
2016-08-14T14+34+06_250Z,False
2016-08-14T14+37+20_890Z,False
2016-08-14T14+42+12_250Z,False
2016-08-14T15+06+27_040Z,False
2016-08-14T15+13+58_100Z,False
2016-08-14T15+20+19_290Z,False
2016-08-14T15+25+23_810Z,False
2016-08-14T15+31+41_600Z,False
2016-08-14T15+35+42_260Z,False
2016-08-14T15+40+26_250Z,False
2016-08-14T15+41+56_380Z,False
2016-08-14T15+42+25_170Z,False
2016-08-14T15+44+23_860Z,False
2016-08-14T16+01+41_160Z,False
2016-08-14T16+02+31_490Z,False
2016-08-14T16+03+20_260Z,False
2016-08-14T16+16+26_830Z,True
2016-08-14T16+20+14_290Z,False
2016-08-14T16+27+25_950Z,False
2016-08-14T16+58+44_920Z,False
2016-08-14T17+25+49_180Z,False
2016-08-14T17+27+12_870Z,False
2016-08-14T17+27+42_690Z,False
2016-08-14T17+40+18_480Z,False
2016-08-14T17+41+26_980Z,False
2016-08-14T17+41+47_190Z,False
2016-08-14T17+52+07_250Z,False
2016-08-14T18+03+27_970Z,False
2016-08-14T18+17+20_560Z,False
2016-08-14T18+18+53_580Z,False
2016-08-14T18+20+37_870Z,False
2016-08-14T18+21+33_030Z,False
2016-08-14T18+23+31_500Z,False
2016-08-14T19+03+25_780Z,False
2016-08-14T19+09+22_710Z,False
2016-08-14T19+09+39_510Z,False
2016-08-14T19+12+56_700Z,False
2016-08-14T19+13+52_870Z,False
2016-08-14T19+24+13_750Z,False
2016-08-14T19+47+03_100Z,False
2016-08-14T19+47+32_280Z,False
2016-08-14T19+48+25_910Z,False
2016-08-14T19+54+19_580Z,False
2016-08-14T19+55+04_260Z,False
2016-08-14T19+55+37_500Z,False
2016-08-14T20+13+07_370Z,False
2016-08-14T20+35+38_390Z,False
2016-08-14T21+32+10_860Z,False
2016-08-15T14+26+53_630Z,True
2016-08-15T16+38+37_290Z,False
2016-08-15T17+26+34_220Z,False
2016-08-15T17+31+41_680Z,False
2016-08-15T18+00+14_090Z,False
2016-08-15T18+28+05_670Z,False
2016-08-15T23+25+35_670Z,False
2016-08-16T00+09+09_550Z,False
2016-08-16T13+32+36_350Z,False
2016-08-16T13+56+01_530Z,False
2016-08-16T19+04+24_930Z,False
2016-08-16T19+20+47_530Z,False
2016-08-16T19+27+35_770Z,False
2016-08-16T19+33+32_680Z,False
2016-08-16T19+48+18_420Z,False
2016-08-16T19+51+35_060Z,False
2016-08-16T20+00+29_630Z,False
2016-08-16T20+03+16_810Z,False
2016-08-16T20+07+12_650Z,False
2016-08-16T20+10+08_630Z,False
2016-08-16T20+11+00_990Z,False
2016-08-16T20+22+52_150Z,False
2016-08-16T20+23+32_570Z,False
2016-08-16T20+27+28_670Z,False
2016-08-16T20+28+44_200Z,False
2016-08-16T20+34+42_680Z,False
2016-08-16T20+57+52_390Z,False
2016-08-16T22+59+07_543Z,False
2016-08-16T23+00+12_808Z,False
2016-08-17T09+30+36_828Z,False
2016-08-17T09+31+53_248Z,False
2016-08-17T09+32+37_648Z,False
2016-08-17T09+33+09_656Z,False
2016-08-17T09+34+04_780Z,False
2016-08-17T09+35+20_048Z,False
2016-08-17T09+36+05_010Z,False
2016-08-17T09+37+14_571Z,False
2016-08-17T09+37+55_787Z,False
2016-08-17T09+38+51_000Z,False
2016-08-17T09+39+53_776Z,False
2016-08-17T09+42+42_160Z,False
2016-08-17T10+40+02_530Z,False
2016-08-17T12+59+00_470Z,False
2016-08-17T12+59+36_920Z,False
2016-08-17T13+02+27_168Z,False
2016-08-17T14+08+45_194Z,False
2016-08-17T14+14+45_770Z,False
2016-08-17T14+15+36_360Z,False
2016-08-17T15+37+27_090Z,False
2016-08-17T16+15+23_930Z,False
2016-08-17T16+18+22_650Z,False
2016-08-17T16+49+02_330Z,False
2016-08-17T17+08+02_450Z,False
2016-08-17T17+37+17_100Z,False
2016-08-17T22+07+09_020Z,False
2016-08-18T15+48+29_700Z,False
2016-08-18T17+01+03_430Z,False
2016-08-18T17+06+50_790Z,False
2016-08-18T18+54+02_810Z,False
2016-08-18T19+22+05_270Z,False
2016-08-19T15+29+21_000Z,False
2016-08-20T11+02+49_210Z,False
2016-08-20T12+18+14_710Z,False
2016-08-21T11+35+25_170Z,False
2016-08-21T11+36+18_053Z,False
2016-08-21T11+41+35_520Z,False
2016-08-21T11+49+14_020Z,False
2016-08-21T11+56+35_780Z,False
2016-08-21T12+11+55_450Z,False
2016-08-21T12+12+21_470Z,False
2016-08-21T12+13+15_630Z,False
2016-08-21T12+23+08_469Z,False
2016-08-21T12+46+50_830Z,False
2016-08-21T13+07+44_120Z,False
2016-08-21T13+08+31_250Z,False
2016-08-21T13+08+45_440Z,False
2016-08-21T13+27+36_710Z,False
2016-08-21T13+30+34_190Z,False
2016-08-21T13+47+47_800Z,False
2016-08-21T14+00+23_820Z,False
2016-08-22T09+30+51_031Z,False
2016-08-22T09+31+43_564Z,False
2016-08-22T09+34+30_240Z,False
2016-08-22T09+35+45_830Z,False
2016-08-22T09+41+15_801Z,False
2016-08-22T09+42+08_634Z,False
2016-08-22T09+43+59_580Z,False
2016-08-22T09+47+59_027Z,False
2016-08-22T09+48+59_200Z,False
2016-08-22T10+12+56_000Z,False
2016-08-22T10+13+46_800Z,False
2016-08-22T10+14+51_750Z,False
2016-08-22T10+15+39_970Z,False
2016-08-22T10+40+24_910Z,False
2016-08-22T10+42+14_170Z,False
2016-08-22T10+42+54_970Z,False
2016-08-22T10+43+55_060Z,False
2016-08-22T10+44+55_130Z,False
2016-08-22T10+45+28_610Z,False
2016-08-22T10+45+53_090Z,False
2016-08-22T10+46+47_600Z,False
2016-08-22T10+47+54_008Z,False
2016-08-22T10+52+26_550Z,False
2016-08-22T10+53+20_630Z,False
2016-08-22T10+54+31_510Z,False
2016-08-22T10+54+59_858Z,False
2016-08-22T10+56+15_740Z,False
2016-08-22T10+58+15_900Z,False
2016-08-22T10+59+16_010Z,False
2016-08-22T11+00+16_040Z,False
2016-08-22T11+01+16_100Z,False
2016-08-22T11+02+16_200Z,False
2016-08-22T11+04+16_290Z,False
2016-08-22T11+05+47_290Z,False
2016-08-22T11+06+47_362Z,False
2016-08-22T11+07+22_256Z,False
2016-08-22T11+08+21_040Z,False
2016-08-22T11+09+21_130Z,False
2016-08-22T11+10+21_230Z,False
2016-08-22T11+11+21_300Z,False
2016-08-22T11+12+21_410Z,False
2016-08-22T11+23+12_070Z,False
2016-08-22T11+24+05_180Z,False
2016-08-22T11+24+27_830Z,False
2016-08-22T11+30+59_040Z,False
2016-08-22T11+31+59_100Z,False
2016-08-22T11+33+59_240Z,False
2016-08-22T11+34+53_370Z,False
2016-08-22T11+35+42_440Z,False
2016-08-22T11+38+29_440Z,False
2016-08-22T11+39+29_520Z,False
2016-08-22T11+40+29_620Z,False
2016-08-22T11+41+05_260Z,False
2016-08-22T11+41+56_230Z,False
2016-08-22T11+42+30_540Z,False
2016-08-22T11+42+52_440Z,False
2016-08-22T11+43+52_510Z,False
2016-08-22T11+44+52_530Z,False
2016-08-22T11+46+55_190Z,False
2016-08-22T11+47+42_910Z,False
2016-08-22T11+47+57_440Z,False
2016-08-22T11+49+26_271Z,False
2016-08-22T11+50+21_440Z,False
2016-08-22T11+51+21_520Z,False
2016-08-22T11+52+21_630Z,False
2016-08-22T11+54+21_750Z,False
2016-08-22T11+54+55_130Z,False
2016-08-22T11+55+45_940Z,False
2016-08-22T11+56+45_220Z,False
2016-08-22T11+57+04_901Z,False
2016-08-22T11+58+15_530Z,False
2016-08-22T12+00+07_601Z,False
2016-08-22T12+03+29_192Z,False
2016-08-22T12+04+28_610Z,False
2016-08-22T12+05+28_670Z,False
2016-08-22T12+07+28_740Z,False
2016-08-22T12+09+24_120Z,False
2016-08-22T12+10+24_230Z,False
2016-08-22T12+11+24_280Z,False
2016-08-22T12+12+24_340Z,False
2016-08-22T12+13+24_450Z,False
2016-08-22T12+14+09_082Z,False
2016-08-22T12+14+24_460Z,False
2016-08-22T12+15+24_490Z,False
2016-08-22T12+16+24_580Z,False
2016-08-22T12+17+24_640Z,False
2016-08-22T12+18+24_690Z,False
2016-08-22T12+19+24_860Z,False
2016-08-22T12+20+24_920Z,False
2016-08-22T12+21+25_040Z,False
2016-08-22T12+22+25_110Z,False
2016-08-22T12+23+45_290Z,False
2016-08-22T12+24+45_310Z,False
2016-08-22T12+26+45_460Z,False
2016-08-22T12+27+12_620Z,False
2016-08-22T12+28+20_500Z,False
2016-08-22T12+30+20_540Z,False
2016-08-22T12+31+20_610Z,False
2016-08-22T12+33+20_700Z,False
2016-08-22T12+34+15_198Z,False
2016-08-22T12+34+20_730Z,False
2016-08-22T12+35+20_740Z,False
2016-08-22T12+36+10_123Z,False
2016-08-22T12+36+20_740Z,False
2016-08-22T12+37+20_790Z,False
2016-08-22T12+38+20_840Z,False
2016-08-22T12+39+20_850Z,False
2016-08-22T12+40+20_870Z,False
2016-08-22T12+41+00_025Z,False
2016-08-22T12+41+20_930Z,False
2016-08-22T12+42+20_970Z,False
2016-08-22T12+42+49_870Z,False
2016-08-22T12+43+49_910Z,False
2016-08-22T12+44+50_010Z,False
2016-08-22T12+45+50_110Z,False
2016-08-22T12+46+50_200Z,False
2016-08-22T12+47+25_230Z,False
2016-08-22T12+48+25_290Z,False
2016-08-22T12+49+25_360Z,False
2016-08-22T12+54+28_943Z,False
2016-08-22T12+57+01_770Z,False
2016-08-22T12+58+33_300Z,False
2016-08-22T12+59+46_410Z,False
2016-08-22T13+00+46_480Z,False
2016-08-22T13+04+25_220Z,False
2016-08-22T13+05+25_310Z,False
2016-08-22T13+06+25_370Z,False
2016-08-22T13+08+32_680Z,False
2016-08-22T13+09+50_390Z,False
2016-08-22T13+16+19_110Z,False
2016-08-22T13+17+22_550Z,False
2016-08-22T13+18+46_820Z,False
2016-08-22T13+19+49_319Z,False
2016-08-22T13+21+45_020Z,False
2016-08-22T13+22+10_900Z,False
2016-08-22T13+24+32_060Z,False
2016-08-22T13+25+02_390Z,False
2016-08-22T13+25+30_150Z,False
2016-08-22T13+26+13_160Z,False
2016-08-22T13+26+58_460Z,False
2016-08-22T13+28+43_530Z,False
2016-08-22T13+31+24_920Z,False
2016-08-22T13+31+52_090Z,False
2016-08-22T13+33+24_490Z,False
2016-08-22T13+34+09_578Z,False
2016-08-22T13+34+24_580Z,False
2016-08-22T13+35+28_130Z,False
2016-08-22T13+36+40_840Z,False
2016-08-22T13+37+40_850Z,False
2016-08-22T13+38+27_090Z,False
2016-08-22T13+39+27_140Z,False
2016-08-22T13+40+06_780Z,False
2016-08-22T13+40+43_460Z,False
2016-08-22T13+40+57_090Z,False
2016-08-22T13+41+57_100Z,False
2016-08-22T13+43+00_170Z,False
2016-08-22T13+43+15_580Z,False
2016-08-22T13+44+16_280Z,False
2016-08-22T13+45+16_350Z,False
2016-08-22T13+46+01_680Z,False
2016-08-22T13+48+07_770Z,False
2016-08-22T13+48+29_990Z,False
2016-08-22T13+48+47_980Z,False
2016-08-22T13+49+38_010Z,False
2016-08-22T13+50+31_990Z,False
2016-08-22T13+51+32_060Z,False
2016-08-22T13+51+49_900Z,False
2016-08-22T13+54+15_900Z,False
2016-08-22T13+54+38_560Z,False
2016-08-22T13+55+43_076Z,False
2016-08-22T13+56+59_043Z,False
2016-08-22T14+09+14_440Z,False
2016-08-22T14+14+22_110Z,False
2016-08-22T14+18+14_020Z,False
2016-08-22T14+29+07_640Z,False
2016-08-22T14+29+21_370Z,False
2016-08-22T14+30+33_150Z,False
2016-08-22T14+48+33_780Z,False
2016-08-22T14+50+31_300Z,False
2016-08-22T14+54+17_230Z,False
2016-08-22T14+55+10_993Z,False
2016-08-22T15+02+11_040Z,False
2016-08-22T15+28+14_650Z,False
2016-08-22T15+30+03_340Z,False
2016-08-22T15+31+15_760Z,False
2016-08-22T15+32+39_330Z,False
2016-08-22T15+41+06_230Z,False
2016-08-22T15+44+13_540Z,False
2016-08-22T15+45+03_860Z,False
2016-08-22T15+46+35_460Z,False
2016-08-22T15+51+19_520Z,False
2016-08-22T15+55+48_850Z,False
2016-08-22T15+56+32_350Z,False
2016-08-22T15+57+01_610Z,False
2016-08-22T15+57+25_740Z,False
2016-08-22T15+58+24_780Z,False
2016-08-22T16+00+31_290Z,False
2016-08-22T16+03+20_800Z,False
2016-08-22T16+04+15_640Z,False
2016-08-22T16+06+01_440Z,False
2016-08-22T16+06+34_140Z,False
2016-08-22T16+07+27_770Z,False
2016-08-22T16+11+10_407Z,False
2016-08-22T16+11+27_430Z,False
2016-08-22T16+12+49_560Z,False
2016-08-22T16+13+47_860Z,False
2016-08-22T16+18+25_840Z,False
2016-08-22T16+22+38_340Z,False
2016-08-22T16+25+20_510Z,False
2016-08-22T16+26+43_260Z,False
2016-08-22T16+28+45_510Z,False
2016-08-22T16+29+26_250Z,False
2016-08-22T16+29+59_090Z,False
2016-08-22T16+30+46_000Z,False
2016-08-22T17+23+07_990Z,False
2016-08-22T17+24+48_540Z,False
2016-08-22T17+38+46_800Z,False
2016-08-22T17+40+33_100Z,False
2016-08-22T18+04+40_520Z,False
2016-08-22T18+05+38_420Z,False
2016-08-22T18+07+06_630Z,False
2016-08-22T18+08+11_280Z,False
2016-08-22T18+08+27_850Z,False
2016-08-22T21+14+52_100Z,False
2016-08-22T21+44+28_760Z,False
2016-08-22T21+44+54_590Z,False
2016-08-22T21+47+27_912Z,False
2016-08-23T15+07+01_370Z,False
2016-08-23T16+35+03_560Z,True
2016-08-23T16+47+21_730Z,True
2016-08-23T21+04+35_620Z,False
2016-08-23T22+13+09_940Z,False
2016-08-23T22+38+04_330Z,False
2016-08-24T13+27+39_530Z,False
2016-08-24T17+07+51_130Z,False
2016-08-25T17+03+55_680Z,False
2016-08-26T00+25+09_790Z,False
2016-08-26T12+22+44_880Z,False
2016-08-26T12+40+06_965Z,False
2016-08-26T12+54+36_407Z,False
2016-08-26T13+30+55_260Z,False
2016-08-26T13+40+31_420Z,False
2016-08-26T13+44+04_980Z,False
2016-08-26T14+19+57_100Z,False
2016-08-26T14+21+14_590Z,False
2016-08-26T15+49+00_280Z,False
2016-08-26T15+53+33_200Z,False
2016-08-26T16+52+24_850Z,False
2016-08-26T17+42+40_140Z,False
2016-08-26T17+59+30_460Z,False
2016-08-26T18+05+43_350Z,False
2016-08-26T18+21+04_590Z,False
2016-08-26T18+23+55_280Z,False
2016-08-26T19+12+11_410Z,False
2016-08-26T20+28+56_660Z,False
2016-08-26T22+33+11_220Z,False
2016-08-27T19+33+51_360Z,False
2016-08-27T20+43+05_370Z,False
2016-08-28T13+58+11_200Z,True
2016-08-29T16+23+12_050Z,False
2016-08-29T16+26+42_780Z,False
2016-08-29T17+46+34_770Z,False
2016-08-29T18+20+19_300Z,False
2016-08-29T19+42+30_326Z,False
2016-08-29T20+57+31_680Z,False
2016-08-29T21+43+29_920Z,False
2016-08-29T22+11+26_430Z,False
2016-08-29T23+53+54_830Z,False
2016-08-30T16+44+05_450Z,False
2016-08-30T17+09+54_230Z,False
2016-08-30T18+19+35_190Z,False
2016-09-01T13+26+22_930Z,False
2016-09-01T14+36+11_030Z,False
2016-09-01T23+25+04_140Z,False
2016-09-02T00+09+40_070Z,False
2016-09-02T12+26+45_090Z,False
2016-09-02T12+57+46_260Z,False
2016-09-02T15+16+09_590Z,False
2016-09-02T15+23+10_350Z,False
2016-09-02T15+24+28_430Z,False
2016-09-02T15+47+07_020Z,False
2016-09-02T15+52+50_520Z,False
2016-09-02T15+53+22_960Z,False
2016-09-02T15+57+22_850Z,False
2016-09-02T17+40+32_050Z,False
2016-09-02T17+52+18_320Z,False
2016-09-02T21+34+14_430Z,False
2016-09-03T17+56+08_300Z,False
2016-09-07T23+58+52_100Z,False
2016-09-08T17+18+49_940Z,False
2016-09-08T18+39+56_409Z,False
2016-09-08T18+41+53_820Z,False
2016-09-08T18+54+09_500Z,False
2016-09-08T18+54+44_060Z,False
2016-09-08T19+06+12_166Z,False
2016-09-08T19+10+35_490Z,False
2016-09-08T19+12+47_312Z,False
2016-09-08T19+15+45_480Z,False
2016-09-08T19+16+04_340Z,False
2016-09-08T19+30+21_560Z,False
2016-09-08T19+34+23_450Z,False
2016-09-08T20+05+36_750Z,False
2016-09-08T20+18+40_760Z,False
2016-09-10T10+28+50_550Z,False
2016-09-10T17+29+00_450Z,False
2016-09-10T18+08+28_790Z,False
2016-09-10T18+12+35_790Z,False
2016-09-10T18+25+56_150Z,False
2016-09-10T18+27+24_220Z,False
2016-09-10T18+38+24_030Z,False
2016-09-10T18+39+31_550Z,False
2016-09-10T18+41+33_530Z,False
2016-09-10T19+21+58_710Z,False
2016-09-10T19+26+39_420Z,False
2016-09-10T20+33+26_860Z,False
2016-09-10T22+15+10_510Z,False
2016-09-10T22+15+59_540Z,False
2016-09-11T11+27+08_490Z,False
2016-09-11T12+03+06_500Z,False
2016-09-11T13+58+39_470Z,False
2016-09-11T13+59+54_427Z,False
2016-09-11T14+02+06_502Z,False
2016-09-11T14+02+45_000Z,False
2016-09-11T14+04+27_740Z,False
2016-09-11T14+05+26_890Z,False
2016-09-11T14+07+53_830Z,False
2016-09-11T14+17+42_560Z,False
2016-09-11T14+18+21_254Z,False
2016-09-11T14+18+55_800Z,False
2016-09-11T14+19+37_990Z,False
2016-09-11T14+19+53_760Z,False
2016-09-11T14+20+15_830Z,False
2016-09-11T14+24+17_790Z,False
2016-09-11T14+41+57_540Z,False
2016-09-11T14+44+31_710Z,False
2016-09-11T14+44+50_310Z,False
2016-09-11T14+47+43_580Z,False
2016-09-11T14+51+10_100Z,False
2016-09-11T14+58+16_220Z,False
2016-09-11T15+00+38_740Z,False
2016-09-11T15+03+39_400Z,False
2016-09-11T15+04+11_640Z,False
2016-09-11T15+08+21_960Z,False
2016-09-11T15+31+54_050Z,False
2016-09-11T15+32+34_840Z,False
2016-09-11T15+41+47_420Z,False
2016-09-11T15+47+06_490Z,False
2016-09-11T15+48+02_360Z,False
2016-09-11T15+50+07_990Z,False
2016-09-11T15+50+21_000Z,False
2016-09-11T15+58+26_990Z,False
2016-09-11T15+59+03_180Z,False
2016-09-11T15+59+46_610Z,False
2016-09-11T16+02+25_646Z,False
2016-09-11T16+02+53_970Z,False
2016-09-11T16+03+19_330Z,False
2016-09-11T16+26+56_180Z,False
2016-09-11T16+30+39_930Z,False
2016-09-11T16+32+23_850Z,False
2016-09-11T16+34+30_640Z,False
2016-09-11T16+50+03_276Z,False
2016-09-11T17+00+33_950Z,False
2016-09-11T17+04+08_270Z,False
2016-09-11T17+06+57_770Z,False
2016-09-11T17+07+35_790Z,False
2016-09-11T17+08+35_120Z,False
2016-09-11T17+10+01_460Z,False
2016-09-11T17+39+28_170Z,False
2016-09-11T17+51+33_240Z,False
2016-09-11T18+45+18_930Z,False
2016-09-13T14+50+29_100Z,False
2016-09-13T16+22+47_590Z,False
2016-09-13T17+44+04_930Z,False
2016-09-13T18+02+09_080Z,False
2016-09-13T18+23+09_040Z,False
2016-09-13T18+24+24_020Z,False
2016-09-13T18+26+37_470Z,False
2016-09-13T19+07+52_505Z,False
2016-09-13T19+11+24_850Z,False
2016-09-13T19+42+01_040Z,False
2016-09-13T19+53+42_900Z,False
2016-09-14T15+22+31_290Z,False
2016-09-14T16+13+16_200Z,False
2016-09-14T16+25+49_910Z,False
2016-09-14T17+15+18_040Z,False
2016-09-14T17+53+59_210Z,False
2016-09-14T17+56+47_970Z,False
2016-09-14T18+09+50_410Z,False
2016-09-14T18+18+30_500Z,False
2016-09-14T18+22+48_060Z,False
2016-09-14T18+27+08_780Z,False
2016-09-14T18+28+00_910Z,False
2016-09-14T18+38+11_120Z,False
2016-09-14T18+47+55_970Z,False
2016-09-14T19+22+59_430Z,False
2016-09-14T19+26+53_890Z,False
2016-09-14T19+30+20_230Z,False
2016-09-14T19+32+17_770Z,False
2016-09-14T19+32+54_100Z,False
2016-09-14T19+33+18_700Z,False
2016-09-14T19+35+22_380Z,False
2016-09-14T19+36+44_150Z,False
2016-09-14T19+43+04_080Z,False
2016-09-14T19+45+05_350Z,False
2016-09-14T19+48+52_595Z,False
2016-09-14T21+00+02_090Z,False
2016-09-14T22+06+46_586Z,False
2016-09-16T14+23+57_430Z,False
2016-09-16T18+15+01_710Z,False
2016-09-16T22+08+46_500Z,False
2016-09-17T11+27+16_580Z,False
2016-09-17T18+06+22_360Z,False
2016-09-17T18+11+47_380Z,False
2016-09-17T18+13+05_830Z,False
2016-09-17T18+41+23_850Z,False
2016-09-17T19+10+33_970Z,False
2016-09-17T19+58+56_000Z,False
2016-09-18T15+04+15_160Z,False
2016-09-18T16+20+02_280Z,False
2016-09-18T16+20+26_760Z,False
2016-09-18T16+21+27_420Z,False
2016-09-19T12+25+22_570Z,False
2016-09-19T18+19+41_170Z,False
2016-09-20T12+57+39_220Z,False
2016-09-20T13+01+14_580Z,False
2016-09-20T18+55+21_560Z,False
2016-09-20T19+38+01_000Z,False
2016-09-20T19+54+17_130Z,False
2016-09-20T22+37+54_090Z,False
2016-09-20T22+38+05_290Z,False
2016-09-21T15+42+31_330Z,False
2016-09-21T18+19+06_110Z,False
2016-09-21T19+42+30_500Z,False
2016-09-21T19+50+14_760Z,False
2016-09-22T20+36+30_940Z,False
2016-09-22T22+06+39_970Z,False
2016-09-23T15+43+08_120Z,True
2016-09-23T15+45+27_700Z,True
2016-09-24T13+10+15_402Z,False
2016-09-24T13+28+18_476Z,False
2016-09-24T13+28+59_120Z,False
